Number of elem 23380 
Number of local values per element 3 
0;0;-2.136205e-98;-4.090208e-98;-6.079796e-97;
0;1;3.735531e-98;2.345538e-97;7.298097e-96;
0;2;4.311165e-98;-5.056688e-98;-4.430310e-96;
1;0;2.120909e-82;3.522728e-83;-6.414148e-81;
1;1;-4.952980e-82;-1.852660e-82;1.303948e-80;
1;2;2.481060e-83;2.171276e-83;-7.274414e-82;
2;0;-4.345761e-288;-5.410936e-288;1.248576e-286;
2;1;3.831451e-288;4.874191e-288;-9.838734e-287;
2;2;2.130653e-289;2.513081e-289;-1.084922e-287;
3;0;1.498851e-189;-2.150044e-190;2.426924e-188;
3;1;-2.769000e-189;3.637919e-190;-3.986938e-188;
3;2;-3.667412e-190;7.062880e-191;-9.206076e-189;
4;0;6.718076e-287;-1.074402e-285;1.816855e-284;
4;1;-6.635440e-287;1.055016e-285;-1.977985e-284;
4;2;-6.999933e-287;1.121746e-285;-1.710000e-284;
5;0;-5.669626e-190;-9.849298e-190;2.568212e-188;
5;1;2.206934e-189;3.639231e-189;-8.102044e-188;
5;2;-9.972539e-190;-1.644366e-189;2.876907e-188;
6;0;8.114224e-61;1.515116e-60;-6.135499e-59;
6;1;-6.399562e-61;-3.570421e-60;7.149312e-59;
6;2;-4.256641e-61;-6.348687e-61;2.974911e-59;
7;0;-8.407898e-105;5.833273e-105;1.900006e-103;
7;1;-3.622438e-106;1.364147e-106;4.263772e-105;
7;2;9.198909e-105;-6.672628e-105;-2.040496e-103;
8;0;4.860937e-109;1.913458e-108;2.970231e-107;
8;1;-1.108270e-108;-4.174693e-108;-6.458569e-107;
8;2;4.146879e-110;2.524481e-109;4.211899e-108;
9;0;1.750614e-83;2.035605e-83;-5.690802e-82;
9;1;-5.801422e-83;-6.450315e-83;1.776522e-81;
9;2;2.046784e-83;2.397043e-83;-5.934652e-82;
10;0;1.390003e-34;4.731092e-34;6.786859e-33;
10;1;1.728061e-34;5.432311e-34;7.955865e-33;
10;2;-3.224829e-34;-1.550510e-33;-2.276688e-32;
11;0;6.909202e-90;-3.728550e-89;-8.739239e-88;
11;1;-2.198736e-89;-3.168935e-89;-1.655423e-88;
11;2;-1.120382e-89;2.696364e-89;8.108250e-88;
12;0;9.036436e-62;1.917073e-62;-2.164503e-60;
12;1;-2.898870e-62;-7.929369e-63;6.359462e-61;
12;2;-3.023601e-62;-5.789530e-63;6.995457e-61;
13;0;5.809727e-79;7.936797e-78;3.374054e-76;
13;1;5.794850e-77;-1.680094e-76;-3.372683e-75;
13;2;-1.167320e-76;3.660138e-76;7.162205e-75;
14;0;5.207399e-47;-3.931285e-47;-1.214280e-45;
14;1;8.932775e-48;-8.901727e-48;-1.753790e-46;
14;2;-2.921295e-47;2.060683e-47;6.136220e-46;
15;0;4.170403e-76;-7.939305e-76;1.764876e-74;
15;1;-8.383868e-76;1.601333e-75;-3.494441e-74;
15;2;-2.749021e-77;7.117267e-77;-1.866744e-75;
16;0;-2.464955e-50;1.009745e-49;-4.095647e-48;
16;1;1.883437e-49;3.657478e-49;-9.098115e-48;
16;2;-6.455948e-50;-6.883746e-49;1.874130e-47;
17;0;-3.764107e-78;-2.818651e-77;5.454123e-76;
17;1;-5.195106e-79;-2.318638e-78;5.635574e-77;
17;2;1.835403e-78;1.478094e-77;-2.873542e-76;
18;0;-1.533576e-133;5.735619e-134;4.444651e-132;
18;1;-1.647952e-133;9.093799e-134;3.586304e-132;
18;2;1.550027e-133;-7.172516e-134;-3.955464e-132;
19;0;-2.891631e-96;1.030613e-96;6.233748e-95;
19;1;2.820176e-96;-9.935604e-97;-5.594963e-95;
19;2;-2.936520e-96;1.019225e-96;5.440842e-95;
20;0;5.935940e-37;2.136905e-36;3.586956e-35;
20;1;-2.668061e-37;-4.890307e-36;-6.562206e-35;
20;2;9.372459e-37;8.995928e-36;1.245031e-34;
21;0;8.019960e-59;1.713334e-59;-1.911231e-57;
21;1;-3.357567e-60;2.799600e-61;1.598946e-58;
21;2;-7.526411e-59;-1.416400e-59;1.608539e-57;
22;0;-2.628781e-262;-5.908215e-263;-4.706408e-261;
22;1;3.157983e-263;7.077887e-264;6.782780e-262;
22;2;1.992067e-262;4.388056e-263;3.329253e-261;
23;0;1.499825e-32;-4.130701e-32;9.561220e-31;
23;1;-1.504084e-32;5.937152e-32;-1.608207e-30;
23;2;2.465063e-32;-1.035485e-31;2.747533e-30;
24;0;-8.275040e-220;-3.442740e-219;7.591944e-218;
24;1;8.507621e-220;3.549457e-219;-7.982681e-218;
24;2;-8.771333e-220;-3.684542e-219;8.461670e-218;
25;0;-7.487713e-34;-8.008320e-34;2.224926e-32;
25;1;3.903560e-34;2.695811e-34;-5.254223e-33;
25;2;9.005841e-34;1.645779e-33;-5.058014e-32;
26;0;1.373754e-71;-1.921414e-72;2.469826e-70;
26;1;5.049341e-71;1.427132e-71;1.334505e-69;
26;2;-2.698211e-71;-5.369367e-72;-7.003930e-70;
27;0;5.427712e-49;-4.917519e-49;7.968239e-48;
27;1;-6.416415e-49;5.595843e-49;-1.159236e-47;
27;2;-4.624637e-49;4.410184e-49;-4.665959e-48;
28;0;-1.425211e-02;-1.068515e-02;6.323546e-01;
28;1;-1.493135e-02;-8.473398e-03;7.279494e-01;
28;2;-1.353465e-02;-8.303186e-03;7.289763e-01;
29;0;7.113473e-77;-1.552889e-76;-2.354675e-75;
29;1;6.120482e-78;-1.786270e-77;-1.328211e-76;
29;2;-3.879672e-77;7.997580e-77;1.143363e-75;
30;0;-3.398288e-40;-1.205206e-39;-2.592459e-38;
30;1;3.472088e-41;2.411925e-41;1.521329e-39;
30;2;6.647083e-40;9.395203e-40;2.077285e-38;
