Number of elem 23380 
Number of local values per element 3 
0;0;-1.639241e-81;-3.203900e-81;-5.822714e-80;
0;1;2.117106e-81;1.735369e-80;5.374727e-79;
0;2;3.253752e-81;-3.231536e-81;-3.095600e-79;
1;0;2.807447e-68;-2.542153e-69;-9.639753e-67;
1;1;-6.957070e-68;-1.548392e-68;1.948729e-66;
1;2;-5.548139e-70;5.119058e-70;-4.696150e-68;
2;0;-3.320704e-251;-4.177307e-251;9.570768e-250;
2;1;2.976825e-251;4.128251e-251;-8.937687e-250;
2;2;1.463048e-252;2.263718e-253;3.122027e-251;
3;0;5.417965e-162;-8.103271e-163;9.091960e-161;
3;1;-1.045281e-161;1.333215e-162;-1.476111e-160;
3;2;-1.477300e-162;3.490097e-163;-3.999299e-161;
4;0;1.971209e-250;-3.192776e-249;5.340306e-248;
4;1;-1.887402e-250;2.978592e-249;-5.594925e-248;
4;2;-2.250836e-250;3.636600e-249;-5.529827e-248;
5;0;-1.875550e-162;-3.428292e-162;8.755534e-161;
5;1;7.234863e-162;1.178070e-161;-2.607568e-160;
5;2;-2.921691e-162;-4.698090e-162;7.854997e-161;
6;0;3.451498e-50;4.228699e-50;-2.317032e-48;
6;1;-3.324618e-50;-9.890683e-50;2.701754e-48;
6;2;-1.570378e-50;-4.040749e-50;1.216280e-48;
7;0;-1.535503e-86;1.014637e-86;3.348509e-85;
7;1;6.315491e-88;-8.860009e-88;-2.173508e-86;
7;2;1.412919e-86;-1.032719e-86;-3.065575e-85;
8;0;1.201094e-90;4.906235e-90;7.770366e-89;
8;1;-3.128039e-90;-1.146025e-89;-1.760582e-88;
8;2;1.098874e-91;1.029031e-90;1.422561e-89;
9;0;6.889186e-71;7.920300e-71;-2.067413e-69;
9;1;-1.118021e-70;-1.261910e-70;3.419828e-69;
9;2;-3.406609e-71;-3.489017e-71;9.670636e-70;
10;0;1.286327e-29;4.398284e-29;6.055150e-28;
10;1;1.636731e-29;3.425198e-29;3.975262e-28;
10;2;-1.738669e-29;-1.401639e-28;-1.969306e-27;
11;0;1.563740e-74;-1.283193e-73;-2.706733e-72;
11;1;-7.021272e-74;-9.246080e-74;-3.863322e-73;
11;2;-3.224223e-74;8.264475e-74;2.287504e-72;
12;0;6.156174e-51;1.128654e-51;-1.435307e-49;
12;1;-2.309699e-51;-7.344204e-52;5.065058e-50;
12;2;-1.875277e-51;-2.815529e-52;3.926933e-50;
13;0;-2.157363e-64;1.011301e-63;2.755839e-62;
13;1;1.292826e-63;-3.489706e-63;-7.004544e-62;
13;2;-2.440749e-63;7.474636e-63;1.428017e-61;
14;0;2.061073e-38;-1.574452e-38;-4.732030e-37;
14;1;6.288541e-39;-6.316797e-39;-1.252197e-37;
14;2;-1.217179e-38;8.489505e-39;2.354619e-37;
15;0;2.004207e-65;-5.132905e-65;1.103443e-63;
15;1;-1.471535e-64;2.884238e-64;-6.219397e-63;
15;2;1.010392e-64;-1.624057e-64;3.786964e-63;
16;0;-9.777063e-43;6.646152e-41;-2.540230e-39;
16;1;9.425550e-41;1.507263e-40;-3.716971e-39;
16;2;-5.384650e-41;-4.095588e-40;1.012438e-38;
17;0;-6.576860e-67;-5.717597e-66;1.083379e-64;
17;1;-1.462055e-66;-1.122116e-65;2.365757e-64;
17;2;1.054439e-66;8.108172e-66;-1.615231e-64;
18;0;-4.953568e-114;1.381793e-114;1.568517e-112;
18;1;-5.448529e-114;4.432926e-114;8.283909e-113;
18;2;4.970690e-114;-2.756483e-114;-1.170298e-112;
19;0;-1.099062e-79;3.958985e-80;2.341015e-78;
19;1;1.039931e-79;-3.684766e-80;-2.029994e-78;
19;2;-1.127741e-79;3.918883e-80;2.097615e-78;
20;0;-2.612942e-31;-1.236771e-30;-1.957704e-29;
20;1;9.240729e-32;1.706328e-30;2.258771e-29;
20;2;-2.766149e-31;-2.732824e-30;-3.763031e-29;
21;0;1.867419e-48;4.177801e-49;-4.390600e-47;
21;1;-2.724097e-49;-2.030608e-50;7.652584e-48;
21;2;-1.359546e-48;-2.394263e-49;2.838983e-47;
22;0;-5.748510e-225;-1.291425e-225;-1.025416e-223;
22;1;2.304870e-226;5.208094e-227;6.575890e-225;
22;2;5.265473e-225;1.122644e-225;8.828437e-224;
23;0;7.761173e-27;-1.993988e-26;4.409534e-25;
23;1;-5.171144e-27;2.027612e-26;-5.476872e-25;
23;2;7.003490e-27;-3.875098e-26;1.059418e-24;
24;0;2.261314e-190;8.701971e-190;-1.923350e-188;
24;1;-1.687772e-189;-7.112385e-189;1.616200e-187;
24;2;3.224890e-189;1.337328e-188;-3.057767e-187;
25;0;-5.948203e-28;-5.170779e-28;1.256262e-26;
25;1;3.116140e-28;2.196008e-28;-3.451988e-27;
25;2;5.458446e-28;1.261991e-27;-3.795675e-26;
26;0;9.531322e-58;-1.099653e-58;1.782813e-56;
26;1;8.728221e-58;3.951424e-58;2.673164e-56;
26;2;-6.923065e-58;-3.994403e-59;-1.524627e-56;
27;0;7.913831e-40;-7.875360e-40;1.117107e-38;
27;1;-7.852429e-40;6.977989e-40;-1.427775e-38;
27;2;-9.016846e-40;8.649890e-40;-9.314929e-39;
28;0;-2.522172e-02;3.370926e-03;-8.734173e-02;
28;1;-2.540586e-02;-4.715040e-03;1.242578e-01;
28;2;-2.253727e-02;6.924613e-03;1.570073e-03;
29;0;-8.653673e-64;1.986000e-63;2.848064e-62;
29;1;6.610735e-64;-1.315064e-63;-1.430494e-62;
29;2;1.721615e-64;-2.547894e-64;-6.354943e-63;
30;0;-6.963606e-33;-3.875100e-32;-7.641928e-31;
30;1;3.780482e-33;4.115783e-33;1.268508e-31;
30;2;1.179682e-32;1.361160e-32;2.909932e-31;
31;0;1.459273e-171;3.645426e-171;-8.699973e-170;
31;1;-1.779479e-171;-4.412441e-171;1.089385e-169;
31;2;-1.193175e-171;-2.973699e-171;6.890307e-170;
32;0;-1.996074e-52;-2.888758e-52;7.764229e-51;
32;1;2.846490e-52;4.089401e-52;-1.147782e-50;
32;2;1.388228e-52;1.817187e-52;-5.088277e-51;
33;0;1.272586e-36;-1.565920e-36;-2.415009e-35;
33;1;-4.594369e-37;6.517634e-37;9.155056e-36;
33;2;-2.522265e-37;-6.708979e-38;-8.607627e-36;
34;0;3.373197e-90;5.858431e-90;2.165705e-88;
34;1;-5.879365e-91;-6.673851e-91;1.230084e-89;
34;2;-1.503738e-89;-4.752515e-90;-3.885442e-88;
35;0;-2.080921e-39;-3.295892e-38;-7.908707e-37;
35;1;-5.687374e-39;5.625787e-39;1.413183e-37;
35;2;-2.464487e-40;5.984290e-39;2.375254e-37;
36;0;2.196283e-87;4.222269e-88;4.726055e-86;
36;1;-4.081066e-88;-2.275545e-89;-1.028730e-86;
36;2;-1.524269e-87;-2.060820e-88;-2.779769e-86;
37;0;-5.869839e-72;8.877009e-72;2.326374e-70;
37;1;-1.059176e-71;1.772307e-71;4.680811e-70;
37;2;2.606020e-71;-4.727441e-71;-1.239726e-69;
38;0;1.423331e-35;2.305285e-35;5.083796e-34;
38;1;1.143491e-35;1.952428e-35;3.814377e-34;
38;2;-2.597395e-35;-4.906317e-35;-1.017454e-33;
39;0;1.108201e-64;-1.112025e-65;1.381577e-63;
39;1;1.619123e-64;-1.392517e-66;2.814646e-63;
39;2;-1.099636e-64;2.099959e-65;-1.459190e-63;
40;0;-2.771288e-219;5.093637e-219;-1.023342e-217;
40;1;4.003095e-219;-7.370674e-219;1.493393e-217;
40;2;1.558852e-219;-2.915407e-219;5.780753e-218;
41;0;1.335545e-16;-3.723783e-16;-7.822339e-15;
41;1;-2.900439e-17;2.065817e-17;1.587594e-15;
41;2;6.715510e-17;2.764860e-16;4.649675e-15;
42;0;1.246512e-84;-2.628367e-83;6.172137e-82;
42;1;-9.565214e-85;1.656372e-83;-3.892888e-82;
42;2;-1.891670e-84;3.692247e-83;-8.827899e-82;
